County-State,Graduation-Rate
MERCER-KY,113.29999995
METCALFE-KY,149.82999992
MONROE-KY,256.46999931
MONTGOMERY-KY,90.139999866
MORGAN-KY,184.58999968
MUHLENBERG-KY,116.77999997
NELSON-KY,74.659999847
NICHOLAS-KY,124.19999981
OHIO-KY,125.47999978
OLDHAM-KY,92.089999914
OWEN-KY,185.95999956
OWSLEY-KY,215.83999968
PENDLETON-KY,107.79999995
PERRY-KY,220.05999994
PIKE-KY,156.76999998
POWELL-KY,123.76999998
PULASKI-KY,104.50999999
ROBERTSON-KY,""
ROCKCASTLE-KY,162.69999981
ROWAN-KY,119.50999999
RUSSELL-KY,123.47999978
SCOTT-KY,74.939999819
SHELBY-KY,80.829999924
SIMPSON-KY,146.89999962
SPENCER-KY,82.5
TAYLOR-KY,96.609999895
TODD-KY,179.06999969
TRIGG-KY,120.6099999
TRIMBLE-KY,170.48999977
UNION-KY,141.54999971
WARREN-KY,99.50999999
WASHINGTON-KY,100.2099998
WAYNE-KY,128.57999992
WEBSTER-KY,117.31999993
WHITLEY-KY,126.31999993
WOLFE-KY,249.00999975
WOODFORD-KY,64.329999924
ACADIA PARISH-LA,103.07999992
ALLEN PARISH-LA,161.38999987
ASCENSION PARISH-LA,68.50999999
ASSUMPTION PARISH-LA,92.339999914
AVOYELLES PARISH-LA,145.36999989
BEAUREGARD PARISH-LA,137.54999971
BIENVILLE PARISH-LA,142.89999962
BOSSIER PARISH-LA,99.699999809
CADDO PARISH-LA,87.549999952
CALCASIEU PARISH-LA,88.389999866
CALDWELL PARISH-LA,259.13999939
CAMERON PARISH-LA,154.86999989
CATAHOULA PARISH-LA,172.96999979
CLAIBORNE PARISH-LA,130.56999969
CONCORDIA PARISH-LA,150.27999973
DE SOTO PARISH-LA,120.4599998
EAST BATON ROUGE PARISH-LA,56.939999938
EAST CARROLL PARISH-LA,231.52999973
EAST FELICIANA PARISH-LA,111.55999994
EVANGELINE PARISH-LA,208.25999975
FRANKLIN PARISH-LA,175.00999975
GRANT PARISH-LA,109.11999989
IBERIA PARISH-LA,72.599999905
IBERVILLE PARISH-LA,67.629999876
JACKSON PARISH-LA,175.64999962
JEFFERSON PARISH-LA,80.329999924
JEFFERSON DAVIS PARISH-LA,143.48999977
LAFAYETTE PARISH-LA,75.919999838
LAFOURCHE PARISH-LA,105.58999991
LA SALLE PARISH-LA,240.25
LINCOLN PARISH-LA,100.5
LIVINGSTON PARISH-LA,94.519999981
MADISON PARISH-LA,151.06999969
MOREHOUSE PARISH-LA,89.389999866
NATCHITOCHES PARISH-LA,115.7099998
ORLEANS PARISH-LA,59.849999905
OUACHITA PARISH-LA,97.00999999
PLAQUEMINES PARISH-LA,127.98999977
POINTE COUPEE PARISH-LA,119.13999987
RAPIDES PARISH-LA,78.779999971
RED RIVER PARISH-LA,172.5999999
RICHLAND PARISH-LA,142.75
SABINE PARISH-LA,150.94999981
ST. BERNARD PARISH-LA,106.38999987
ST. CHARLES PARISH-LA,108.57999992
ST. HELENA PARISH-LA,143.30999994
ST. JAMES PARISH-LA,105.4599998
ST. JOHN THE BAPTIST PARISH-LA,96.689999819
ST. LANDRY PARISH-LA,93.429999828
ST. MARTIN PARISH-LA,83.079999924
ST. MARY PARISH-LA,99.399999857
ST. TAMMANY PARISH-LA,96.75
TANGIPAHOA PARISH-LA,122.50999999
TENSAS PARISH-LA,108.89999986
TERREBONNE PARISH-LA,88.559999943
UNION PARISH-LA,123.92999983
VERMILION PARISH-LA,124.29999995
VERNON PARISH-LA,191.01999998
WASHINGTON PARISH-LA,130.94999981
WEBSTER PARISH-LA,112.13999987
WEST BATON ROUGE PARISH-LA,69.629999876
WEST CARROLL PARISH-LA,273.20999908
WEST FELICIANA PARISH-LA,100.56999993
WINN PARISH-LA,186.94999981
ANDROSCOGGIN-ME,62.2299999
AROOSTOOK-ME,77.789999962
CUMBERLAND-ME,48.169999957
FRANKLIN-ME,75.889999866
HANCOCK-ME,70.629999876
KENNEBEC-ME,58.089999914
KNOX-ME,54.549999952
LINCOLN-ME,60.799999952
OXFORD-ME,69.789999962
PENOBSCOT-ME,81.919999838
PISCATAQUIS-ME,69.25
SAGADAHOC-ME,61.279999971
SOMERSET-ME,78.50999999
WALDO-ME,62.829999924
WASHINGTON-ME,94.50999999
YORK-ME,58.319999933
ALLEGANY-MD,107.86999989
ANNE ARUNDEL-MD,72.039999962
BALTIMORE-MD,66.839999914
CALVERT-MD,77.729999781
CAROLINE-MD,97.75999999
CARROLL-MD,72.439999819
CECIL-MD,104.41999984
CHARLES-MD,80.589999914
DORCHESTER-MD,84.989999771
FREDERICK-MD,71.369999886
GARRETT-MD,66.919999838
HARFORD-MD,65.279999971
HOWARD-MD,53.109999895
KENT-MD,81.5
MONTGOMERY-MD,42.839999914
PRINCE GEORGE'S-MD,55.9799999
QUEEN ANNE'S-MD,61.559999943
ST. MARY'S-MD,84.599999905
SOMERSET-MD,98.21999979
TALBOT-MD,59.019999981
WASHINGTON-MD,66.639999866
WICOMICO-MD,74.369999886
WORCESTER-MD,59.829999924
BALTIMORE CITY-MD,78.519999981
BARNSTABLE-MA,49.25999999
BERKSHIRE-MA,56.48999989
BRISTOL-MA,85.199999809
DUKES-MA,72.049999952
ESSEX-MA,76.779999971
FRANKLIN-MA,63.969999909
HAMPDEN-MA,73.989999771
HAMPSHIRE-MA,61.619999886
MIDDLESEX-MA,71.939999819
NANTUCKET-MA,53.4799999
NORFOLK-MA,75.349999905
PLYMOUTH-MA,87.829999924
SUFFOLK-MA,80.229999781
WORCESTER-MA,80.829999924
ALCONA-MI,61.659999967
ALGER-MI,84.389999866
ALLEGAN-MI,69.919999838
ALPENA-MI,60.139999986
ANTRIM-MI,57.159999967
ARENAC-MI,102.25
BARAGA-MI,126.11999989
BARRY-MI,81.25
BAY-MI,84.549999952
BENZIE-MI,61.75
BERRIEN-MI,54.019999981
BRANCH-MI,95.059999943
CALHOUN-MI,75.989999771
CASS-MI,91.299999952
CHARLEVOIX-MI,62.939999938
CHEBOYGAN-MI,59.469999909
CHIPPEWA-MI,70.71999979
CLARE-MI,98.119999886
CLINTON-MI,69.169999838
CRAWFORD-MI,67.229999781
DELTA-MI,71.939999819
DICKINSON-MI,47.199999928
EATON-MI,68.029999971
EMMET-MI,49.519999981
GENESEE-MI,67.039999962
GLADWIN-MI,104.44999981
GOGEBIC-MI,56.299999952
GRAND TRAVERSE-MI,57.969999909
GRATIOT-MI,89.389999866
HILLSDALE-MI,86.339999914
HOUGHTON-MI,83.619999886
HURON-MI,66.069999933
INGHAM-MI,68.159999847
IONIA-MI,78.069999933
IOSCO-MI,52.609999895
IRON-MI,72.229999781
ISABELLA-MI,87.409999847
JACKSON-MI,72.25999999
KALAMAZOO-MI,59.089999914
KALKASKA-MI,73.189999819
KENT-MI,52.879999995
KEWEENAW-MI,99.409999847
LAKE-MI,73.159999847
LAPEER-MI,90.059999943
LEELANAU-MI,49.469999909
LENAWEE-MI,67.25
LIVINGSTON-MI,75.369999886
LUCE-MI,108.3499999
MACKINAC-MI,69.699999809
MACOMB-MI,81.339999914
MANISTEE-MI,59.48999989
MARQUETTE-MI,43.219999909
MASON-MI,62.079999924
MECOSTA-MI,66.479999781
MENOMINEE-MI,80.289999962
MIDLAND-MI,67.689999819
MISSAUKEE-MI,49.699999928
MONROE-MI,92.5
MONTCALM-MI,83.269999981
MONTMORENCY-MI,58.029999971
MUSKEGON-MI,39.4799999
NEWAYGO-MI,70.579999924
OAKLAND-MI,68.839999914
OCEANA-MI,65.949999809
OGEMAW-MI,88.289999962
ONTONAGON-MI,126.01999998
OSCEOLA-MI,71.169999838
OSCODA-MI,72.089999914
OTSEGO-MI,66.869999886
OTTAWA-MI,40.089999914
PRESQUE ISLE-MI,55.969999909
ROSCOMMON-MI,80.129999876
SAGINAW-MI,85.75999999
ST. CLAIR-MI,83.50999999
ST. JOSEPH-MI,87.639999866
SANILAC-MI,102.1099999
SCHOOLCRAFT-MI,67.389999866
SHIAWASSEE-MI,62.209999919
TUSCOLA-MI,82.369999886
VAN BUREN-MI,65.869999886
WASHTENAW-MI,61.789999962
WAYNE-MI,86.75999999
WEXFORD-MI,61.25999999
AITKIN-MN,70.409999847
ANOKA-MN,62.9799999
BECKER-MN,62.849999905
BELTRAMI-MN,54
BENTON-MN,77.149999857
BIG STONE-MN,75.619999886
BLUE EARTH-MN,62.25
BROWN-MN,65.21999979
CARLTON-MN,54.189999938
CARVER-MN,52.619999886
CASS-MN,62.659999967
CHIPPEWA-MN,47.199999928
CHISAGO-MN,64.079999924
CLAY-MN,49.549999952
CLEARWATER-MN,106.48999977
COOK-MN,45.089999914
COTTONWOOD-MN,45.299999952
CROW WING-MN,67.4599998
DAKOTA-MN,50.549999952
DODGE-MN,66.239999771
DOUGLAS-MN,44.75999999
FARIBAULT-MN,52.569999933
FILLMORE-MN,56.599999905
FREEBORN-MN,47.149999976
GOODHUE-MN,57.25999999
GRANT-MN,82.449999809
HENNEPIN-MN,44.579999924
HOUSTON-MN,39.379999995
HUBBARD-MN,52.359999895
ISANTI-MN,78.619999886
ITASCA-MN,52.129999995
JACKSON-MN,68.449999809
KANABEC-MN,71.46999979
KANDIYOHI-MN,53.549999952
KITTSON-MN,85.569999933
KOOCHICHING-MN,56.849999905
LAC QUI PARLE-MN,97.629999876
LAKE-MN,46.719999909
LAKE OF THE WOODS-MN,92.839999914
LE SUEUR-MN,48.889999986
LINCOLN-MN,58.059999943
LYON-MN,58.349999905
MCLEOD-MN,56.219999909
MAHNOMEN-MN,85.849999905
MARSHALL-MN,90.779999971
MARTIN-MN,67.369999886
MEEKER-MN,62.5
MILLE LACS-MN,70.109999895
MORRISON-MN,60.909999967
MOWER-MN,75.859999895
MURRAY-MN,71.929999828
NICOLLET-MN,52.919999957
NOBLES-MN,51.099999905
NORMAN-MN,78.21999979
OLMSTED-MN,51.179999948
OTTER TAIL-MN,51.799999952
PENNINGTON-MN,60.579999924
PINE-MN,73.089999914
PIPESTONE-MN,47.339999914
POLK-MN,64.279999971
POPE-MN,97.529999971
RAMSEY-MN,45.689999938
RED LAKE-MN,59.539999962
REDWOOD-MN,73.039999962
RENVILLE-MN,68.96999979
RICE-MN,58.929999948
ROCK-MN,68.929999828
ROSEAU-MN,65.71999979
ST. LOUIS-MN,49.849999905
SCOTT-MN,73
SHERBURNE-MN,60.799999952
SIBLEY-MN,77.589999914
STEARNS-MN,68.25
STEELE-MN,69.149999857
STEVENS-MN,121.6099999
SWIFT-MN,67.099999905
TODD-MN,65.25
TRAVERSE-MN,36.659999967
WABASHA-MN,51.159999967
WADENA-MN,84.339999914
WASECA-MN,70.869999886
WASHINGTON-MN,45.589999914
WATONWAN-MN,69.25999999
WILKIN-MN,74.199999809
WINONA-MN,69.229999781
WRIGHT-MN,63.029999971
YELLOW MEDICINE-MN,86.379999876
ADAMS-MS,105.97999978
ALCORN-MS,142.65999985
AMITE-MS,94.079999924
ATTALA-MS,110.54999995
BENTON-MS,123.30999994
BOLIVAR-MS,118.96999979
CALHOUN-MS,127.41999984
CARROLL-MS,112.16999984
CHICKASAW-MS,120.01999998
CHOCTAW-MS,109.32999992
CLAIBORNE-MS,135
CLARKE-MS,120.32999992
CLAY-MS,118.44999981
COAHOMA-MS,140.81999969
COPIAH-MS,84.049999952
COVINGTON-MS,111.58999991
DESOTO-MS,82.659999847
FORREST-MS,99.589999914
FRANKLIN-MS,162.68999958
GEORGE-MS,153.39999962
GREENE-MS,170.93999958
GRENADA-MS,81.939999819
HANCOCK-MS,91.539999962
HARRISON-MS,93.529999971
HINDS-MS,73.71999979
HOLMES-MS,80.839999914
HUMPHREYS-MS,96.449999809
ISSAQUENA-MS,""
ITAWAMBA-MS,84.929999828
JACKSON-MS,86.769999981
JASPER-MS,76.089999914
JEFFERSON-MS,138.68999958
JEFFERSON DAVIS-MS,131.56999969
JONES-MS,84.269999981
KEMPER-MS,84.439999819
LAFAYETTE-MS,65.299999952
LAMAR-MS,87.519999981
LAUDERDALE-MS,89.769999981
LAWRENCE-MS,116.12999988
LEAKE-MS,149.85999966
LEE-MS,67.159999847
LEFLORE-MS,82.309999943
LINCOLN-MS,89.609999895
LOWNDES-MS,61.959999919
MADISON-MS,72.229999781
MARION-MS,109.73999977
MARSHALL-MS,104.65999985
MONROE-MS,113.97999978
MONTGOMERY-MS,134.33999968
NESHOBA-MS,123.16999984
NEWTON-MS,116.89999986
NOXUBEE-MS,117.14999986
OKTIBBEHA-MS,65.729999781
PANOLA-MS,117.52999997
PEARL RIVER-MS,119.36999989
PERRY-MS,144.30999994
PIKE-MS,126.48999977
PONTOTOC-MS,98.549999952
PRENTISS-MS,117.63999987
QUITMAN-MS,160.0999999
RANKIN-MS,94.159999847
SCOTT-MS,143.40999985
SHARKEY-MS,139.4199996
SIMPSON-MS,168.0999999
SMITH-MS,118.25
STONE-MS,123.7099998
SUNFLOWER-MS,116.93999982
TALLAHATCHIE-MS,91.349999905
TATE-MS,132.0999999
TIPPAH-MS,111.38999987
TISHOMINGO-MS,129.87999964
TUNICA-MS,131.71999979
UNION-MS,94.599999905
WALTHALL-MS,140.82999992
WARREN-MS,102.61999989
WASHINGTON-MS,80.439999819
WAYNE-MS,139.29999971
WEBSTER-MS,176.54999971
WILKINSON-MS,104.58999991
WINSTON-MS,68.179999828
YALOBUSHA-MS,133.27999973
YAZOO-MS,93.899999857
ADAIR-MO,83.50999999
ANDREW-MO,96.279999971
ATCHISON-MO,138.30999994
AUDRAIN-MO,96.9599998
BARRY-MO,58.049999952
BARTON-MO,114.58999991
BATES-MO,146.31999969
BENTON-MO,94.599999905
BOLLINGER-MO,86.859999895
BOONE-MO,58.649999976
BUCHANAN-MO,94.229999781
BUTLER-MO,92.779999971
CALDWELL-MO,115.88999987
CALLAWAY-MO,81.869999886
CAMDEN-MO,66.409999847
CAPE GIRARDEAU-MO,61.369999886
CARROLL-MO,174.30999994
CARTER-MO,157.32999992
CASS-MO,76.109999895
CEDAR-MO,84.689999819
CHARITON-MO,76.279999971
CHRISTIAN-MO,51.73999989
CLARK-MO,158.60999966
CLAY-MO,87.119999886
CLINTON-MO,100.36999989
COLE-MO,78.829999924
COOPER-MO,86.019999981
CRAWFORD-MO,101.41999984
DADE-MO,64.649999857
DALLAS-MO,58.899999976
DAVIESS-MO,127.06999993
DEKALB-MO,119.93999982
DENT-MO,118.54999995
DOUGLAS-MO,67.349999905
DUNKLIN-MO,116.07999992
FRANKLIN-MO,79.819999933
GASCONADE-MO,73.189999819
GENTRY-MO,179.51999998
GREENE-MO,55.349999905
GRUNDY-MO,129.77999973
HARRISON-MO,124.67999983
HENRY-MO,97.729999781
HICKORY-MO,79.609999895
HOLT-MO,92.389999866
HOWARD-MO,65.359999895
HOWELL-MO,72.329999924
IRON-MO,108.32999992
JACKSON-MO,66.079999924
JASPER-MO,78
JEFFERSON-MO,103.31999993
JOHNSON-MO,84.819999933
KNOX-MO,69.069999933
LACLEDE-MO,89.029999971
LAFAYETTE-MO,107.3499999
LAWRENCE-MO,64.229999781
LEWIS-MO,90.879999876
LINCOLN-MO,84.379999876
LINN-MO,88.989999771
LIVINGSTON-MO,97.779999971
MCDONALD-MO,102.05999994
MACON-MO,83.049999952
MADISON-MO,96.089999914
MARIES-MO,111.86999989
MARION-MO,84.089999914
MERCER-MO,121.43999982
MILLER-MO,89.899999857
MISSISSIPPI-MO,100.8599999
MONITEAU-MO,63.639999986
MONROE-MO,82.779999971
MONTGOMERY-MO,91.599999905
MORGAN-MO,67.109999895
NEW MADRID-MO,106.9599998
NEWTON-MO,78.069999933
NODAWAY-MO,69.439999819
OREGON-MO,69.739999771
OSAGE-MO,96.379999876
OZARK-MO,69.989999771
PEMISCOT-MO,165.08999968
PERRY-MO,78.409999847
PETTIS-MO,98.279999971
PHELPS-MO,93.789999962
PIKE-MO,90.109999895
PLATTE-MO,66.589999914
POLK-MO,60.619999886
PULASKI-MO,82.319999933
PUTNAM-MO,130.54999971
RALLS-MO,86.739999771
RANDOLPH-MO,71.069999933
RAY-MO,139.65999985
REYNOLDS-MO,119.5
RIPLEY-MO,129.07999992
ST. CHARLES-MO,66
ST. CLAIR-MO,123.82999992
STE. GENEVIEVE-MO,114.73999977
ST. FRANCOIS-MO,105.92999983
ST. LOUIS-MO,60.889999986
SALINE-MO,82.649999857
SCHUYLER-MO,121.68999982
SCOTLAND-MO,147.86999989
SCOTT-MO,102.00999999
SHANNON-MO,116.98999977
SHELBY-MO,60.48999989
STODDARD-MO,122.78999996
STONE-MO,50.849999905
SULLIVAN-MO,167.79999971
TANEY-MO,73.829999924
TEXAS-MO,84.629999876
VERNON-MO,104.04999995
WARREN-MO,77.819999933
WASHINGTON-MO,158.10999966
WAYNE-MO,109.69999981
WEBSTER-MO,77.4599998
WORTH-MO,125.14999986
WRIGHT-MO,58.969999909
ST. LOUIS CITY-MO,79.779999971
BEAVERHEAD-MT,81.71999979
BIG HORN-MT,138.54999971
BLAINE-MT,102.3599999
BROADWATER-MT,63.529999971
CARBON-MT,84.549999952
CARTER-MT,""
CASCADE-MT,56.299999952
CHOUTEAU-MT,86.339999914
CUSTER-MT,96.789999962
DANIELS-MT,66.71999979
DAWSON-MT,87.46999979
DEER LODGE-MT,104.14999986
FALLON-MT,109.16999984
FERGUS-MT,55.779999971
FLATHEAD-MT,51.349999905
GALLATIN-MT,38.339999914
GARFIELD-MT,""
GLACIER-MT,181.28999996
GOLDEN VALLEY-MT,""
GRANITE-MT,78.429999828
HILL-MT,79.159999847
JEFFERSON-MT,40.649999976
JUDITH BASIN-MT,""
LAKE-MT,59.779999971
LEWIS AND CLARK-MT,47.4799999
LIBERTY-MT,""
LINCOLN-MT,64.589999914
MCCONE-MT,""
MADISON-MT,101.3599999
MEAGHER-MT,""
MINERAL-MT,74.559999943
MISSOULA-MT,45.129999995
MUSSELSHELL-MT,55.099999905
PARK-MT,68.50999999
PETROLEUM-MT,""
PHILLIPS-MT,88.139999866
PONDERA-MT,106.31999993
POWDER RIVER-MT,""
POWELL-MT,103.82999992
PRAIRIE-MT,""
RAVALLI-MT,56.169999957
RICHLAND-MT,79.7099998
ROOSEVELT-MT,108.79999995
ROSEBUD-MT,119.39999986
SANDERS-MT,56.829999924
SHERIDAN-MT,74.119999886
SILVER BOW-MT,57.359999895
STILLWATER-MT,66.449999809
SWEET GRASS-MT,63.599999905
TETON-MT,70.919999838
TOOLE-MT,93.809999943
TREASURE-MT,""
VALLEY-MT,72.139999866
WHEATLAND-MT,""
WIBAUX-MT,""
YELLOWSTONE-MT,64.269999981
ADAMS-NE,82.689999819
ANTELOPE-NE,101.12999988
ARTHUR-NE,""
BANNER-NE,""
BLAINE-NE,""
BOONE-NE,92.049999952
BOX BUTTE-NE,122.89999986
BOYD-NE,111.8499999
BROWN-NE,86.099999905
BUFFALO-NE,66.779999971
BURT-NE,73.9599998
BUTLER-NE,65.799999952
CASS-NE,63.339999914
CEDAR-NE,89.849999905
CHASE-NE,76.419999838
CHERRY-NE,91.099999905
CHEYENNE-NE,96.979999781
CLAY-NE,89.919999838
COLFAX-NE,75.529999971
CUMING-NE,68.029999971
CUSTER-NE,133.37999964
DAKOTA-NE,78.929999828
DAWES-NE,70.109999895
DAWSON-NE,89.789999962
DEUEL-NE,76.889999866
DIXON-NE,62.50999999
DODGE-NE,61.50999999
DOUGLAS-NE,62.089999914
DUNDY-NE,71.549999952
FILLMORE-NE,80.889999866
FRANKLIN-NE,93.639999866
FRONTIER-NE,96.949999809
FURNAS-NE,119.50999999
GAGE-NE,59.329999924
GARDEN-NE,76.319999933
GARFIELD-NE,102.30999994
GOSPER-NE,""
GRANT-NE,""
GREELEY-NE,75.179999828
HALL-NE,79.869999886
HAMILTON-NE,80.359999895
HARLAN-NE,93.389999866
HAYES-NE,""
HITCHCOCK-NE,126.77999997
HOLT-NE,93.159999847
HOOKER-NE,""
HOWARD-NE,76.199999809
JEFFERSON-NE,71.349999905
JOHNSON-NE,109.78999996
KEARNEY-NE,49.429999948
KEITH-NE,84.769999981
KEYA PAHA-NE,""
KIMBALL-NE,104.42999983
KNOX-NE,86.279999971
LANCASTER-NE,64.559999943
LINCOLN-NE,85.519999981
LOGAN-NE,""
LOUP-NE,""
MCPHERSON-NE,""
MADISON-NE,63.569999933
MERRICK-NE,119.44999981
MORRILL-NE,91.419999838
NANCE-NE,93.649999857
NEMAHA-NE,69.729999781
NUCKOLLS-NE,73.839999914
OTOE-NE,72.119999886
PAWNEE-NE,46.909999967
PERKINS-NE,114.54999995
PHELPS-NE,77.839999914
PIERCE-NE,89.769999981
PLATTE-NE,75.409999847
POLK-NE,90.599999905
RED WILLOW-NE,91.079999924
RICHARDSON-NE,103.33999991
ROCK-NE,""
SALINE-NE,73.50999999
SARPY-NE,63.889999986
SAUNDERS-NE,80.929999828
SCOTTS BLUFF-NE,59.379999995
SEWARD-NE,72.21999979
SHERIDAN-NE,65.129999876
SHERMAN-NE,95
SIOUX-NE,""
STANTON-NE,59.519999981
THAYER-NE,72.819999933
THOMAS-NE,""
THURSTON-NE,126.47999978
VALLEY-NE,92.919999838
WASHINGTON-NE,60.98999989
WAYNE-NE,62.959999919
WEBSTER-NE,108.19999981
WHEELER-NE,""
YORK-NE,83.229999781
CHURCHILL-NV,101.65999985
CLARK-NV,61.399999976
DOUGLAS-NV,44.339999914
ELKO-NV,76.729999781
ESMERALDA-NV,""
EUREKA-NV,""
HUMBOLDT-NV,64.799999952
LANDER-NV,53.179999948
LINCOLN-NV,60.049999952
LYON-NV,74.809999943
MINERAL-NV,164.36999989
NYE-NV,81.129999876
PERSHING-NV,87.329999924
STOREY-NV,""
WASHOE-NV,52.709999919
WHITE PINE-NV,98.339999914
CARSON CITY-NV,53.549999952
BELKNAP-NH,51.379999995
CARROLL-NH,57.379999995
CHESHIRE-NH,51.339999914
COOS-NH,75.109999895
GRAFTON-NH,54.969999909
HILLSBOROUGH-NH,61.679999948
MERRIMACK-NH,67.139999866
ROCKINGHAM-NH,61.319999933
STRAFFORD-NH,67.949999809
SULLIVAN-NH,57.139999986
ATLANTIC-NJ,75.669999838
BERGEN-NJ,62.209999919
BURLINGTON-NJ,70.129999876
CAMDEN-NJ,85.769999981
CAPE MAY-NJ,78.289999962
CUMBERLAND-NJ,85.929999828
ESSEX-NJ,67.989999771
GLOUCESTER-NJ,93.5
HUDSON-NJ,92.679999828
HUNTERDON-NJ,58.209999919
MERCER-NJ,77.519999981
MIDDLESEX-NJ,66.239999771
MONMOUTH-NJ,68.739999771
MORRIS-NJ,54.789999962
OCEAN-NJ,74.439999819
PASSAIC-NJ,74.589999914
SALEM-NJ,105.00999999
SOMERSET-NJ,60.339999914
SUSSEX-NJ,84.639999866
UNION-NJ,56.459999919
WARREN-NJ,75.149999857
BERNALILLO-NM,33.98999989
CATRON-NM,43.679999948
CHAVES-NM,67.819999933
CIBOLA-NM,85.789999962
COLFAX-NM,65.399999857
CURRY-NM,88.75
DEBACA-NM,77.229999781
DONA ANA-NM,60.75999999
EDDY-NM,81.75999999
GRANT-NM,60.629999995
GUADALUPE-NM,98.559999943
HARDING-NM,""
HIDALGO-NM,62.859999895
LEA-NM,90.349999905
LINCOLN-NM,62.919999957
LOS ALAMOS-NM,38.589999914
LUNA-NM,81.229999781
MCKINLEY-NM,124.39999986
MORA-NM,75.089999914
OTERO-NM,81.7099998
QUAY-NM,75.059999943
RIO ARRIBA-NM,55.529999971
ROOSEVELT-NM,126.2099998
SANDOVAL-NM,50.039999962
SAN JUAN-NM,72.399999857
SAN MIGUEL-NM,65.559999943
SANTA FE-NM,36.969999909
SIERRA-NM,54.459999919
SOCORRO-NM,75.619999886
TAOS-NM,70
TORRANCE-NM,47.709999919
UNION-NM,96.21999979
VALENCIA-NM,38.829999924
ALBANY-NY,65.21999979
ALLEGANY-NY,82.269999981
BRONX-NY,83.229999781
BROOME-NY,65.129999876
CATTARAUGUS-NY,96.599999905
CAYUGA-NY,92.519999981
CHAUTAUQUA-NY,60.75
CHEMUNG-NY,107.14999986
CHENANGO-NY,70.769999981
CLINTON-NY,97.769999981
COLUMBIA-NY,64.479999781
CORTLAND-NY,113.91999984
DELAWARE-NY,102.68999982
DUTCHESS-NY,66.859999895
ERIE-NY,54.639999986
ESSEX-NY,74.119999886
FRANKLIN-NY,84.909999847
FULTON-NY,95.019999981
GENESEE-NY,91.289999962
GREENE-NY,61.949999928
HAMILTON-NY,61.75999999
HERKIMER-NY,105.11999989
JEFFERSON-NY,77.039999962
KINGS-NY,76.269999981
LEWIS-NY,75.779999971
LIVINGSTON-NY,71.919999838
MADISON-NY,78.329999924
MONROE-NY,59.699999928
MONTGOMERY-NY,78.909999847
NASSAU-NY,61.25
NEW YORK-NY,55.189999938
NIAGARA-NY,90.039999962
ONEIDA-NY,81.609999895
ONONDAGA-NY,64.699999809
ONTARIO-NY,78.579999924
ORANGE-NY,75.939999819
ORLEANS-NY,116.53999996
OSWEGO-NY,92.739999771
OTSEGO-NY,83.289999962
PUTNAM-NY,66.619999886
QUEENS-NY,63.569999933
RENSSELAER-NY,75.229999781
RICHMOND-NY,62.539999962
ROCKLAND-NY,56.819999933
ST. LAWRENCE-NY,97.909999847
SARATOGA-NY,64.7099998
SCHENECTADY-NY,56.5
SCHOHARIE-NY,85.679999828
SCHUYLER-NY,116.02999997
SENECA-NY,76.109999895
STEUBEN-NY,86.299999952
SUFFOLK-NY,71.409999847
SULLIVAN-NY,66.519999981
TIOGA-NY,77.989999771
TOMPKINS-NY,53.649999976
ULSTER-NY,75.639999866
WARREN-NY,68.579999924
WASHINGTON-NY,73.989999771
WAYNE-NY,90.71999979
WESTCHESTER-NY,59
WYOMING-NY,88.119999886
YATES-NY,60.069999933
ALAMANCE-NC,60.379999995
ALEXANDER-NC,62.00999999
ALLEGHANY-NC,93.5
ANSON-NC,87.159999847
ASHE-NC,93.309999943
AVERY-NC,125.3499999
BEAUFORT-NC,63.959999919
BERTIE-NC,87.369999886
BLADEN-NC,85.089999914
BRUNSWICK-NC,57.289999962
BUNCOMBE-NC,49.519999981
BURKE-NC,62.219999909
CABARRUS-NC,78.389999866
CALDWELL-NC,70.519999981
CAMDEN-NC,86.089999914
CARTERET-NC,75.409999847
CASWELL-NC,66.109999895
CATAWBA-NC,46.569999933
CHATHAM-NC,60.50999999
CHEROKEE-NC,58.029999971
CHOWAN-NC,72.269999981
CLAY-NC,70.659999847
CLEVELAND-NC,69.089999914
COLUMBUS-NC,86.109999895
CRAVEN-NC,59.619999886
CUMBERLAND-NC,61.529999971
CURRITUCK-NC,78.479999781
DARE-NC,60.309999943
DAVIDSON-NC,83.799999952
DAVIE-NC,80.149999857
DUPLIN-NC,79.669999838
DURHAM-NC,52.409999967
EDGECOMBE-NC,89.769999981
FORSYTH-NC,63.5
FRANKLIN-NC,86.9599998
GASTON-NC,74.119999886
GATES-NC,98.109999895
GRAHAM-NC,65.75
GRANVILLE-NC,74.159999847
GREENE-NC,74.629999876
GUILFORD-NC,55.409999967
HALIFAX-NC,91.21999979
HARNETT-NC,102
HAYWOOD-NC,64.609999895
HENDERSON-NC,52.859999895
HERTFORD-NC,80.899999857
HOKE-NC,104.76999998
HYDE-NC,95.939999819
IREDELL-NC,71.429999828
JACKSON-NC,65.399999857
JOHNSTON-NC,97.949999809
JONES-NC,87.71999979
LEE-NC,91.029999971
LENOIR-NC,91.689999819
LINCOLN-NC,62.549999952
MCDOWELL-NC,53.429999948
MACON-NC,45.2299999
MADISON-NC,64.019999981
MARTIN-NC,122.6099999
MECKLENBURG-NC,48.75999999
MITCHELL-NC,112.7099998
MONTGOMERY-NC,79.849999905
MOORE-NC,51.799999952
NASH-NC,67.96999979
NEW HANOVER-NC,44.849999905
NORTHAMPTON-NC,103.54999995
