,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,OBJECTID
14,01209174,42029,1943905797,22412288,Chester County,Pennsylvania,104161,1476,43496.0,5948.0,112059,3960,134221,4064,67444,2207,57309.0,4227.0,,,137450.0,12682.0,,,53419.0,17533.0,87431.0,29123.0,108202,1581,71281.0,7472.0,192951,827,24240,1258,168711,1375,12.6,0.649751760207967,3352143451.10547,330604.85005304,2259.0
15,01210234,42031,1556156259,23331583,Clarion County,Pennsylvania,49695,2127,21380.0,5606.0,67054,4166,63587,4232,34585,1985,95827.0,64215.0,,,132778.0,73373.0,,,103750.0,12910.0,,,49422,2092,105417.0,50621.0,15930,333,1957,225,13973,377,12.3,1.38888729977826,2791870295.45313,275172.01055627,2260.0
16,01209175,42033,2966379119,23934013,Clearfield County,Pennsylvania,50150,1678,37723.0,13357.0,58061,4527,61812,2008,34446,2950,,,,,40179.0,19522.0,,,,,60971.0,14873.0,50233,1732,60983.0,32660.0,31704,497,2978,311,28726,605,9.4,0.969834095418767,5255003439.34375,358669.77310832,2261.0
17,01214721,42035,2299868386,23178644,Clinton County,Pennsylvania,51145,1426,28064.0,4254.0,68082,2907,64332,3312,35775,4132,,,,,131094.0,38115.0,,,,,,,51088,1444,49531.0,38213.0,15058,263,1192,144,13866,291,7.9,0.946254818180837,4111376691.68359,342790.726448228,2262.0
18,01213665,42037,1251512004,18600496,Columbia County,Pennsylvania,52219,2097,25968.0,10560.0,68953,4484,65360,2689,36230,3042,,,121250.0,71209.0,70478.0,2475.0,,,73164.0,48746.0,87739.0,57293.0,52556,2078,,,26482,466,2198,255,24284,516,8.3,0.951777203108469,2235283043.86719,225493.2372209,2263.0
19,01213666,42039,2621988043,65389924,Crawford County,Pennsylvania,51919,1847,38462.0,8280.0,60798,2057,59878,2226,38518,1920,,,12500.0,4971.0,,,,,93324.0,780.0,32394.0,13752.0,51902,1916,33393.0,17004.0,35169,513,3909,306,31260,548,11.1,0.854845517585323,4822210356.48047,313015.492708319,2264.0
20,01209176,42041,1412785599,12511257,Cumberland County,Pennsylvania,71979,2141,40712.0,6969.0,81133,3052,86555,3171,49713,2741,38547.0,3467.0,,,92116.0,5041.0,,,47130.0,15349.0,62649.0,17236.0,72947,2181,55841.0,8001.0,101176,665,9744,711,91432,923,9.6,0.699879095570373,2443327240.12109,290925.224694106,2265.0
21,01213667,42043,1359407363,86209037,Dauphin County,Pennsylvania,63123,1425,34386.0,5739.0,69261,2641,77049,2879,49313,2607,41928.0,2793.0,77798.0,39264.0,79727.0,18422.0,,,50104.0,18556.0,64968.0,11763.0,71233,1503,44377.0,8214.0,113759,1813,9414,607,104345,1761,8.3,0.517028038637873,2496564672.85156,261750.775942001,2266.0
22,01209177,42045,476078155,17582462,Delaware County,Pennsylvania,76238,1129,32857.0,8061.0,82323,2251,93510,2327,53202,1943,47387.0,2039.0,,,88584.0,11547.0,,,51970.0,31334.0,55837.0,7849.0,88452,1550,58382.0,10221.0,209596,933,19857,1012,189739,1269,9.5,0.480988364047812,840203488.957031,158116.32802985,2267.0
23,01213668,42047,2141664734,12791578,Elk County,Pennsylvania,54961,2659,20114.0,17245.0,65905,5143,69839,5660,39969,2609,,,,,,,,,,,68605.0,288.0,55075,2749,68295.0,23480.0,14215,272,1091,192,13124,332,7.7,1.34267825078668,3835246838.84375,323043.756116886,2268.0
24,01209178,42049,2069174742,1966242081,Erie County,Pennsylvania,52863,1284,24797.0,2441.0,57541,3532,66674,1982,42245,2764,23668.0,2708.0,40987.0,30176.0,58553.0,9934.0,,,30337.0,7875.0,41605.0,5514.0,56609,1493,25047.0,3239.0,110388,896,9540,673,100848,1011,8.6,0.605618727963722,3795566258.60156,307596.993022805,2269.0
25,01209179,42051,2048054606,20636363,Fayette County,Pennsylvania,49075,1441,37259.0,10608.0,63425,3756,58944,3574,33666,2420,25362.0,5224.0,,,217765.0,168593.0,,,66313.0,742.0,46786.0,6335.0,49881,1784,46750.0,40472.0,55346,694,3823,395,51523,820,6.9,0.708416714726208,3521238438.64063,325121.56388468,2270.0
26,01213669,42053,1106595595,8369675,Forest County,Pennsylvania,41225,2600,,,53750,13225,45750,5170,34722,5835,,,,,,,,,,,,,41302,2683,,,2131,233,94,33,2037,227,4.4,1.47154758287361,1990144855.82813,243193.169118641,2271.0
27,01213670,42055,2000245527,1547615,Franklin County,Pennsylvania,63420,1761,55257.0,17299.0,66260,5181,75013,2779,47606,2523,46222.0,6370.0,,,77308.0,20365.0,,,41514.0,4499.0,,,64384,1954,42068.0,3727.0,61617,449,6389,554,55228,699,10.4,0.895922090327503,3408099947.53125,282371.738232659,2272.0
28,01213671,42057,1133252795,1305486,Fulton County,Pennsylvania,55424,1980,41023.0,7001.0,68534,8422,62660,5060,42321,2888,34265.0,22532.0,,,,,,,,,30909.0,15189.0,55570,1873,,,6040,121,681,84,5359,127,11.3,1.37226397856231,1931490299.54297,200275.76562032,2273.0
29,01214033,42059,1491658046,5296803,Greene County,Pennsylvania,55993,3487,44327.0,8345.0,70338,6863,66000,5973,40464,2673,,,,,,,,,40909.0,12330.0,48750.0,41764.0,55999,3623,,,14503,316,864,155,13639,345,6.0,1.06083256817502,2543159003.14453,246731.689918662,2274.0
30,01213672,42061,2265337347,37851956,Huntingdon County,Pennsylvania,53597,3024,29758.0,5843.0,65857,4738,70532,4520,36284,2239,47000.0,28431.0,16838.0,16307.0,,,,,65000.0,51916.0,41719.0,38611.0,53771,3045,65104.0,26590.0,16779,349,1573,169,15206,335,9.4,0.988155859510438,3977788325.29297,359595.856145812,2275.0
31,01213673,42063,2142965919,18089072,Indiana County,Pennsylvania,49270,1715,20799.0,1926.0,62129,6327,64402,3878,39340,1882,17517.0,6733.0,,,59634.0,38778.0,,,,,42862.0,19893.0,49588,1882,86563.0,51829.0,33855,632,3144,342,30711,723,9.3,0.995203743260165,3758358732.29297,295761.825993913,2276.0
32,01213674,42065,1689799787,11306232,Jefferson County,Pennsylvania,49604,1590,34929.0,5194.0,56278,4230,61195,2396,35448,1712,,,,,,,,,,,19609.0,2040.0,50066,1423,40500.0,2205.0,18400,243,1946,181,16454,271,10.6,0.973729171351972,3000999637.92578,248357.982534181,2277.0
33,01209180,42067,1013697487,5502986,Juniata County,Pennsylvania,53502,2605,58889.0,13645.0,71250,3010,62842,7843,36479,2532,73906.0,72611.0,,,,,,,,,40265.0,8134.0,54257,2671,36406.0,7743.0,9380,186,902,146,8478,225,9.6,1.54477891413601,1766167129.85156,255914.711197798,2278.0
34,01213675,42069,1188837920,15915780,Lackawanna County,Pennsylvania,54064,1422,24386.0,5809.0,61641,3115,64959,2468,39801,1371,34535.0,4464.0,38977.0,22930.0,68819.0,10168.0,,,38628.0,14741.0,37292.0,9802.0,56171,1421,34150.0,2611.0,87737,898,6647,543,81090,968,7.6,0.614018246245083,2145401330.10938,217123.20049154,2279.0
35,01209181,42071,2444751632,103368819,Lancaster County,Pennsylvania,69588,1188,43326.0,3761.0,76659,1946,85514,1881,50136,1478,44549.0,3830.0,66161.0,14490.0,73109.0,10438.0,,,41528.0,10459.0,72140.0,11634.0,72986,1234,47573.0,3425.0,204003,726,27394,1344,176609,1533,13.4,0.657078368969326,4352749791.73047,324292.26943778,2280.0
36,01213676,42073,925571230,11444141,Lawrence County,Pennsylvania,50080,1725,32500.0,8103.0,63759,2706,61804,2485,36488,1950,27292.0,7630.0,,,,,,,85625.0,31302.0,29375.0,8038.0,51319,1755,52708.0,36273.0,37300,474,3194,246,34106,524,8.6,0.650478407984813,1646207098.34375,166266.523365135,2281.0
37,01214034,42075,937148912,1722125,Lebanon County,Pennsylvania,61632,1999,48172.0,4448.0,70106,3633,75146,2628,45058,3523,46192.0,7511.0,33828.0,24866.0,73056.0,33953.0,,,41525.0,14995.0,52036.0,13701.0,64950,2312,39746.0,8287.0,53857,508,5175,485,48682,671,9.6,0.895960390680865,1619108123.92578,168128.554617324,2282.0
38,01209182,42077,894405982,7476005,Lehigh County,Pennsylvania,66214,1319,34925.0,2914.0,71014,2415,81151,2687,45176,1841,49696.0,4717.0,,,81045.0,10847.0,,,38319.0,2788.0,49356.0,13004.0,75600,1636,41505.0,1984.0,140072,743,11402,762,128670,1001,8.1,0.542289666847514,1566651596.75781,186039.268519537,2283.0
39,01209183,42079,2304216457,42104537,Luzerne County,Pennsylvania,53194,1139,26622.0,3775.0,59674,2344,67274,2027,38064,1614,29790.0,4024.0,45737.0,14777.0,62708.0,26245.0,,,35247.0,4717.0,42440.0,14983.0,55776,1472,40774.0,3211.0,130039,891,8590,578,121449,937,6.6,0.442171607709852,4145375663.22656,288983.506621295,2284.0
40,01213677,42081,3182886778,38917581,Lycoming County,Pennsylvania,54906,1628,28380.0,4697.0,61213,2817,64106,3905,40690,2885,28417.0,8496.0,39150.0,31170.0,,,,,,,85019.0,29396.0,56390,1910,60286.0,17009.0,46160,551,4113,395,42047,629,8.9,0.849083590673432,5721002142.87891,355179.199114362,2285.0
41,01210235,42083,2537395850,13034578,McKean County,Pennsylvania,49240,1964,42788.0,13864.0,55217,7481,61325,3699,35014,1852,34250.0,13971.0,65179.0,36682.0,115139.0,91504.0,,,68750.0,48409.0,72381.0,33801.0,48840,1906,75000.0,45996.0,17059,337,1326,197,15733,357,7.8,1.14456095146268,4593912207.81641,287144.428112642,2286.0
42,01213678,42085,1741819732,26010715,Mercer County,Pennsylvania,50529,1673,25383.0,8118.0,60826,3686,62863,2959,37442,1628,19691.0,3805.0,49375.0,25404.0,48083.0,12044.0,,,48851.0,5051.0,36902.0,34780.0,52886,1916,42390.0,15352.0,46821,542,4183,375,42638,586,8.9,0.794217447625623,3135219069.85938,232122.48323435,2287.0
43,01213679,42087,1064602254,9507394,Mifflin County,Pennsylvania,52641,1778,26625.0,9366.0,61423,5014,66678,4684,36672,2846,54357.0,17778.0,48772.0,767.0,,,,,,,49261.0,37621.0,53117,1947,,,19075,295,2098,296,16977,421,11.0,1.54241850207009,1865704455.96875,232966.139661653,2288.0
44,01209184,42089,1575636945,22673964,Monroe County,Pennsylvania,68734,2106,43664.0,5436.0,75136,4989,82768,5406,50119,4263,73670.0,12677.0,,,77452.0,24747.0,,,70578.0,17553.0,86418.0,1958.0,67899,2237,74015.0,10044.0,59950,1052,5914,621,54036,1114,9.9,1.02129624308523,2813684798.26953,263972.563923061,2289.0
45,01213680,42091,1250887844,10984167,Montgomery County,Pennsylvania,93518,1227,40672.0,9040.0,101990,1529,116213,2155,60211,1652,67802.0,4661.0,32361.0,22749.0,100167.0,4871.0,,,58063.0,5725.0,67153.0,8907.0,98069,1505,73660.0,5777.0,318648,1229,35380,1040,283268,1498,11.1,0.323557296299125,2166166170.52344,258476.477721409,2290.0
46,01213681,42093,337322557,5408350,Montour County,Pennsylvania,59915,3399,,,72361,5599,80806,10205,33250,3439,,,,,72356.0,29950.0,,,,,,,60333,3177,,,7475,212,747,143,6728,224,10.0,1.89193211580805,602796586.214844,138106.382292707,2291.0
47,01209185,42095,957745652,19058409,Northampton County,Pennsylvania,73088,1225,41432.0,5095.0,79205,2622,91700,2497,50465,2000,65443.0,10328.0,,,94250.0,18780.0,,,56844.0,19611.0,76161.0,24486.0,75306,1970,57283.0,3464.0,115300,726,10351,766,104949,1094,9.0,0.661944623427399,1703961134.36719,224779.284149385,2292.0
48,01209186,42097,1185344304,50674892,Northumberland County,Pennsylvania,49273,1714,33908.0,12664.0,60489,3032,64946,3026,32707,1933,,,,,122833.0,90278.0,,,,,27083.0,18701.0,50267,1419,26006.0,1472.0,39048,493,2961,323,36087,587,7.6,0.821627963937572,2162468506.65625,296830.22045788,2293.0
49,01213682,42099,1428247558,10591170,Perry County,Pennsylvania,70660,2615,50521.0,4540.0,82270,3137,83076,4927,45625,4490,62500.0,17849.0,,,86250.0,15828.0,,,,,127292.0,110057.0,70707,2747,57841.0,18419.0,18512,238,2097,207,16415,314,11.3,1.10866906494453,2483600043.30078,306375.371845649,2294.0
50,01209187,42101,347981634,21606282,Philadelphia County,Pennsylvania,49127,774,31150.0,2432.0,58547,1430,51945,1278,34445,1017,36912.0,921.0,34839.0,11969.0,51514.0,2700.0,,,28040.0,3342.0,55318.0,8130.0,69035,1334,35857.0,1990.0,613125,2185,48744,2128,564381,2775,8.0,0.345916111835188,630693988.253906,156721.931892924,2295.0
51,01213683,42103,1411272636,56780870,Pike County,Pennsylvania,67495,4717,63750.0,26559.0,72423,6463,81272,5567,52947,2461,84226.0,23435.0,,,,,,,57500.0,39737.0,78149.0,12470.0,66072,4420,62784.0,17643.0,22717,596,2578,363,20139,635,11.3,1.56993965271671,2605934817.73047,292999.942273299,2296.0
52,01213684,42105,2800422768,558970,Potter County,Pennsylvania,47696,2082,38698.0,6865.0,59275,2954,56034,5766,36076,2646,,,87500.0,35983.0,250001.0,,,,,,42708.0,10688.0,47781,2119,32188.0,16173.0,6630,166,801,96,5829,184,12.1,1.41601479670398,5035443882.03516,278677.902542075,2297.0
53,01213685,42107,2016509909,10820294,Schuylkill County,Pennsylvania,53703,1536,31919.0,7704.0,63401,2951,66407,2538,35027,1829,28895.0,9125.0,25592.0,8416.0,75817.0,25519.0,,,35396.0,13903.0,56824.0,43078.0,54238,1464,35206.0,7214.0,58646,737,4221,391,54425,712,7.2,0.660548231770716,3531430252.12891,268234.186041348,2298.0
54,01213686,42109,851547199,7158854,Snyder County,Pennsylvania,60227,2589,39087.0,5117.0,68125,5128,76737,4227,37192,3364,88750.0,1442.0,,,161071.0,146747.0,,,33409.0,19288.0,,,59823,2691,57578.0,22657.0,14824,281,1806,194,13018,304,12.2,1.2881514093628,1498644174.52344,187856.856657505,2299.0
55,01209188,42111,2784357763,17118618,Somerset County,Pennsylvania,51255,1636,35234.0,7711.0,67893,4766,62487,4075,36285,1571,,,,,,,,,,,30875.0,5126.0,51281,1628,49602.0,31820.0,29518,503,3154,321,26364,504,10.7,1.07212094304155,4775830930.30078,323901.337584363,2300.0
56,01213687,42113,1165337409,6617028,Sullivan County,Pennsylvania,49830,4956,55313.0,12176.0,57500,3942,66400,6228,35152,4618,,,,,,,,,,,18750.0,8988.0,51857,4666,33750.0,769.0,2751,145,279,57,2472,152,10.1,2.00183123646,2087585267.33594,188132.804808029,2301.0
57,01213688,42115,2132849539,22384976,Susquehanna County,Pennsylvania,55788,1778,52566.0,7818.0,60464,6246,70104,2834,41977,3657,48182.0,5329.0,,,,,,,,,51250.0,3559.0,56190,1889,54808.0,10293.0,17027,229,1842,164,15185,267,10.8,0.952123621952121,3883710435.125,253110.901253367,2302.0
58,01209189,42117,2936540901,8279675,Tioga County,Pennsylvania,51838,1935,27708.0,11355.0,64572,4834,60566,4130,36610,2038,,,,,73300.0,4388.0,,,,,,,52137,2094,13899.0,2326.0,16442,272,2030,207,14412,375,12.3,1.24229262534353,5298482659.21484,291181.537308202,2303.0
59,01213689,42119,818313044,4622034,Union County,Pennsylvania,56824,3355,15469.0,11428.0,77299,5736,82550,5367,36507,2626,,,,,162516.0,145699.0,,,,,,,58583,3814,11437.0,4340.0,14762,434,2124,289,12638,479,14.4,1.91148212908982,1444551053.48828,196511.807689889,2304.0
60,01213690,42121,1746337768,22149577,Venango County,Pennsylvania,51405,1384,30515.0,11356.0,53635,3037,60946,3506,41782,2829,,,23333.0,6024.0,159018.0,104884.0,,,,,31310.0,7594.0,51633,1403,50046.0,20269.0,22103,338,1854,225,20249,397,8.4,1.00984762579804,3145847680.42188,254455.819951678,2305.0
61,01213691,42123,2290280119,37368145,Warren County,Pennsylvania,52034,2272,32250.0,6646.0,60074,4572,63293,2590,37386,2756,,,,,,,,,23182.0,16867.0,38571.0,21361.0,52010,2330,81375.0,33035.0,17124,313,1577,172,15547,368,9.2,0.990232603291317,4193528015.71094,266330.377398891,2306.0
62,01209190,42125,2219644652,9945723,Washington County,Pennsylvania,65478,1560,40873.0,4299.0,81201,3141,76124,3133,45201,2351,36810.0,2880.0,,,109417.0,25875.0,,,68750.0,19453.0,47083.0,10845.0,66473,1611,69492.0,9114.0,85201,591,7652,474,77549,844,9.0,0.552832446652694,3824995525.88672,330146.806411831,2307.0
63,01213692,42127,1879734030,64785676,Wayne County,Pennsylvania,55572,2668,44792.0,11711.0,63864,4614,66842,5014,45113,5831,,,,,40000.0,31842.0,,,,,58650.0,40615.0,56161,2654,42500.0,6100.0,18938,441,2253,265,16685,463,11.9,1.37160546543637,3485412413.75391,351585.461900167,2308.0
64,01209191,42129,2661762744,21294228,Westmoreland County,Pennsylvania,61398,1264,37973.0,5524.0,72830,2979,74959,2049,43153,1527,30851.0,4867.0,,,120192.0,54545.0,,,25526.0,14251.0,48281.0,17646.0,62304,1320,46296.0,9624.0,153772,856,13159,894,140613,1109,8.6,0.579425324237333,4619377539.44141,452255.84518086,2309.0
65,01209192,42131,1029198657,20028557,Wyoming County,Pennsylvania,60075,2286,42895.0,13916.0,67641,3310,73125,4041,45379,3338,,,,,140893.0,126160.0,,,142813.0,92950.0,51953.0,15170.0,60513,2387,48750.0,41323.0,10887,233,1099,136,9788,263,10.1,1.23037288763485,1873108390.70703,186311.003610198,2310.0
66,01209193,42133,2342295972,16503210,York County,Pennsylvania,68940,987,41127.0,4971.0,75317,1982,84165,2360,45516,1434,49811.0,5232.0,46941.0,13210.0,57500.0,14801.0,,,55036.0,21917.0,58453.0,11517.0,71631,878,44422.0,5507.0,174425,991,16527,1078,157898,1394,9.5,0.615681653190279,4015038600.87109,335402.387294044,2311.0
0,01219777,44001,62500772,53359134,Bristol County,Rhode Island,85413,6122,45278,30112,101330,7076,108830,13393,60224,4469,72443,54768,,,69612,53700,,,,,100250,22504,86463,7051,64167,25729,18961,512,2679,340,16282,556,14.1,1.75209678559055,131733321.476563,70371.1231852938,2312.0
1,01219778,44003,436584631,50690252,Kent County,Rhode Island,75857,2022,54028,13270,83652,4154,94208,3372,44332,2767,100375,20176,,,97578,18617,,,60446.0,13988.0,75938,26788,75265,2318,76602,14152,70085,609,6148,602,63937,954,8.8,0.85556808549468,816486225.351563,162432.240337088,2313.0
2,01219779,44005,265293780,547001789,Newport County,Rhode Island,84282,2629,35461,19707,86692,5811,105470,7433,64145,5523,46622,14559,,,110350,12239,,,29375.0,2225.0,83574,5944,87713,3638,56652,33449,34578,645,4414,480,30164,699,12.8,1.36759070062638,510450138.890625,308449.006918242,2314.0
3,01219781,44007,1060552463,67870199,Providence County,Rhode Island,62323,1270,35350,6604,67977,2214,75160,1782,40456,1253,46084,3384,36106.0,16192.0,81438,5762,43990.0,4351.0,40706.0,4024.0,47163,8892,71428,1376,41592,1749,240886,1236,19878,1060,221008,1509,8.3,0.438000343182966,2022252122.69922,208191.435547807,2315.0
4,01219782,44009,852827573,604769755,Washington County,Rhode Island,86970,3651,12735,5563,94771,5487,109563,4525,67320,4509,45849,6614,,,69653,31807,,,,,96898,42213,87516,3859,104929,30259,50220,761,5856,640,44364,1015,11.7,1.2620833581508,1624022269.83594,246756.850972481,2316.0
0,01245666,45001,1272184102,53221051,Abbeville County,South Carolina,43090,3417,22773.0,17723.0,46525,8340,55441,6806,37574,9039,26442,3722,,,,,,,,,19167.0,6560.0,51977,3525,48889.0,1272.0,9597,452,829,193,8768,463,8.6,1.96946311337754,1943409965.01563,203765.022856666,2317.0
1,01247979,45003,2773070087,24554643,Aiken County,South Carolina,53385,1897,31591.0,2996.0,58838,4611,63433,4094,44014,2528,40143,3910,81875.0,55340.0,102600.0,59505.0,,,50673.0,8986.0,40313.0,26173.0,58833,2013,46708.0,8007.0,68266,800,5890,735,62376,1006,8.6,1.07191249387362,4037989009.82422,335344.902842981,2318.0
2,01247980,45005,1056960693,11194313,Allendale County,South Carolina,26074,5262,11157.0,9379.0,27059,24835,32898,19004,25336,8295,23607,5787,,,,,,,,,55729.0,5411.0,37550,19780,,,3426,236,231,140,3195,236,6.7,4.05991695229231,1522397350.49609,240154.646705826,2319.0
3,01247981,45007,1848872592,108544389,Anderson County,South Carolina,53598,1820,24811.0,10951.0,63581,3300,65296,2422,38961,1831,33373,2135,25927.0,5181.0,127083.0,56200.0,,,38089.0,20250.0,60530.0,9912.0,58607,2524,42002.0,8469.0,78636,788,6934,514,71702,962,8.8,0.647644511351274,2890335338.43359,264157.24566437,2320.0
4,01247982,45009,1018815104,5686290,Bamberg County,South Carolina,42830,6820,44091.0,19833.0,45536,14541,48958,7600,30961,6745,36765,14746,,,,,,,,,,,55744,11040,,,5070,357,562,203,4508,344,11.1,3.92712992334668,1467659030.58594,224967.395411976,2321.0
5,01247983,45011,1420294945,23008122,Barnwell County,South Carolina,37572,7873,,,47712,13738,46103,9864,31558,5676,21718,5218,,,,,,,,,37548.0,29519.0,53637,4680,70588.0,24564.0,8670,281,536,166,8134,324,6.2,1.90413486908338,2070023618.14063,215411.726795708,2322.0
6,01247984,45013,1491928837,899873956,Beaufort County,South Carolina,71430,2110,42961.0,5179.0,67195,3807,79578,5750,72606,4457,36215,2520,117785.0,30676.0,63523.0,12021.0,,,40553.0,12034.0,70746.0,13817.0,82482,2324,48376.0,6256.0,74231,1103,8361,791,65870,1262,11.3,1.05236715071903,2578321808.90625,361431.981034745,2323.0
7,01247985,45015,2858362692,337375088,Berkeley County,South Carolina,65443,1721,44405.0,9155.0,70661,2358,74683,4162,48984,2625,44016,3240,40682.0,34461.0,74337.0,9794.0,,,46378.0,7916.0,68642.0,4808.0,75944,1946,57278.0,7465.0,79597,697,7548,819,72049,962,9.5,1.02557715664319,4576303139.4043,390435.533082546,2324.0
8,01247986,45017,987179024,29351080,Calhoun County,South Carolina,49844,3457,,,61295,23638,55411,9641,40025,8889,38691,11614,47891.0,29215.0,,,,,,,73286.0,50488.0,57038,7321,,,6221,244,417,118,5804,271,6.7,1.87849234234685,1471623265.94141,280207.830094373,2325.0
9,01252740,45019,2377554566,1139619647,Charleston County,South Carolina,67182,1600,32324.0,5347.0,75283,3641,76231,3569,54097,3556,35732,1725,76000.0,62347.0,90536.0,31510.0,36825.0,4102.0,49167.0,12373.0,76751.0,16685.0,83973,3034,43313.0,5236.0,163411,1234,19194,1149,144217,1469,11.7,0.697518024997663,3769030832.39453,570721.124607486,2326.0
10,01247987,45021,1017770812,11691708,Cherokee County,South Carolina,37787,3294,26111.0,3670.0,37599,6373,48134,5452,31359,2917,26350,4157,,,,,,,29659.0,7845.0,,,43384,4343,32834.0,12040.0,20779,527,1237,277,19542,574,6.0,1.32449885352869,1539543847.84766,203375.69977899,2327.0
11,01247988,45023,1503905790,14249301,Chester County,South Carolina,43985,2494,19409.0,15514.0,52681,7592,49553,4088,32019,3376,30337,4086,,,88365.0,54510.0,,,,,49250.0,44771.0,52005,3554,83533.0,75263.0,12861,316,926,198,11935,330,7.2,1.52934007930532,2250970014.06641,212158.079119737,2328.0
12,01247989,45025,2069364013,17265236,Chesterfield County,South Carolina,41937,1873,,,46142,7518,50195,5722,32821,4403,29048,3391,12083.0,2524.0,46694.0,10900.0,,,32034.0,28266.0,54706.0,25308.0,51173,2788,31727.0,13987.0,18213,384,1615,306,16598,422,8.9,1.66968432120767,3089986302.19922,291735.874234388,2329.0
13,01247990,45027,1572656992,229097204,Clarendon County,South Carolina,43881,2039,40217.0,29278.0,49552,5141,47591,7015,39278,5302,25761,3059,83015.0,64836.0,51420.0,576.0,,,,,44463.0,13237.0,57224,4358,44550.0,18707.0,12775,360,934,153,11841,354,7.3,1.17979731880796,2607850747.16406,278343.589804602,2330.0
14,01247991,45029,2736331638,198865069,Colleton County,South Carolina,36748,3641,31250.0,25675.0,39045,5046,40493,3549,31685,2218,28882,1868,33393.0,19121.0,173257.0,127861.0,,,,,31173.0,503.0,41944,2568,36250.0,24000.0,15281,445,1708,329,13573,547,11.2,2.1282537384976,3959787038.09961,458600.865991343,2331.0
15,01247992,45031,1451917179,14668340,Darlington County,South Carolina,37141,2674,23571.0,11410.0,45878,4532,42473,7574,30138,2316,27329,2608,,,,,,,,,,,49336,4352,21597.0,8118.0,26117,467,1711,344,24406,531,6.6,1.31193015381885,2155996069.1875,277431.416995074,2332.0
16,01247993,45033,1049117525,4541557,Dillon County,South Carolina,36429,3245,38159.0,18081.0,40978,5078,37891,6641,31382,3790,28900,2938,23029.0,21741.0,,,,,18886.0,355.0,,,42258,4835,17892.0,5452.0,11147,355,698,197,10449,401,6.3,1.75600444318502,1551124594.38672,201194.067770938,2333.0
17,01247998,45035,1472652734,6706075,Dorchester County,South Carolina,63501,2123,39841.0,5391.0,66369,3705,79664,6471,49223,4656,50575,4045,52222.0,14591.0,100264.0,31968.0,,,37132.0,8353.0,64643.0,21816.0,70619,3022,50844.0,17510.0,56939,545,5699,787,51240,846,10.0,1.37885679560251,2112803191.50977,324768.266192462,2334.0
18,01247999,45037,1296833562,16298644,Edgefield County,South Carolina,52491,4943,16167.0,7055.0,59663,16545,66458,9497,34482,7034,25958,3438,,,158333.0,105192.0,,,41513.0,29454.0,,,75837,6229,40979.0,11193.0,9171,333,638,174,8533,349,7.0,1.88039459746117,1905291964.46875,203099.134221548,2335.0
19,01248000,45039,1777521260,61063162,Fairfield County,South Carolina,43861,5846,16034.0,13910.0,44213,15632,55145,12300,31514,2254,31623,4465,,,,,,,,,,,55817,11285,173894.0,68265.0,9315,1058,811,272,8504,972,8.7,2.74748144657509,2706867848.25391,230746.065037899,2336.0
20,01248001,45041,2073299557,9766894,Florence County,South Carolina,49645,2000,23929.0,13394.0,56281,3022,55066,3532,36817,1585,37125,2977,,,88319.0,28400.0,,,27163.0,23736.0,36800.0,24617.0,58643,3123,37500.0,22513.0,52880,685,3590,475,49290,799,6.8,0.893944856556164,3040209572.79297,321529.030317423,2337.0
21,01248002,45043,2107246447,572958789,Georgetown County,South Carolina,52488,3472,,,47414,8021,53702,5404,55275,5933,32327,3548,17143.0,11401.0,,,,,29627.0,14421.0,,,66239,4992,35444.0,12170.0,25758,677,2935,402,22823,707,11.4,1.53167634141495,3250488155.80273,303350.981107862,2338.0
22,01245489,45045,2035557951,24973599,Greenville County,South Carolina,62422,1399,35608.0,2436.0,68505,2150,73763,2559,47337,1518,39787,2495,48772.0,4982.0,82123.0,10454.0,82257.0,10848.0,41565.0,6496.0,61196.0,6145.0,70994,1480,48150.0,4769.0,198015,955,20341,1211,177674,1472,10.3,0.609559825262388,3070063636.96094,387616.90557179,2339.0
23,01248003,45047,1180009081,21260069,Greenwood County,South Carolina,41081,2397,20126.0,5168.0,38790,1814,51330,3926,35954,4140,28734,3266,,,,,,,51220.0,1297.0,25968.0,15839.0,52800,3761,31775.0,13812.0,27977,479,1668,286,26309,550,6.0,1.01715912249628,1758543295.78516,216169.794750279,2340.0
24,01248004,45049,1450327687,7072565,Hampton County,South Carolina,38178,2328,25125.0,18125.0,34755,7189,47500,6765,33141,3343,30251,2755,,,,,,,85545.0,38694.0,2499.0,,52563,12073,48529.0,24006.0,6893,364,537,150,6356,431,7.8,2.13687982438199,2067362009.71484,263235.897849464,2341.0
